"objectid","iso3cd","romnam","m49code","species_group","kingdom","habitat_id","habitat","CF_occ_avg_reg","CF_occ_avg_reg_rsd","CF_occ_avg_glo","CF_occ_avg_glo_rsd","CF_occ_mar_reg","CF_occ_mar_reg_rsd","CF_occ_mar_glo","CF_occ_mar_glo_rsd","CF_tra_avg_reg","CF_tra_avg_reg_rsd","CF_tra_avg_glo","CF_tra_avg_glo_rsd","CF_tra_mar_reg","CF_tra_mar_reg_rsd","CF_tra_mar_glo","CF_tra_mar_glo_rsd","quality_reg","quality_glo"
1,"AFG","Afghanistan",4,"Eukaryota",NA,14,"Urban_Intense",3.03630408367908e-12,1.27863878062185,5.00693027138785e-16,1.12926272957044,4.87855090882453e-12,1.28527328307353,8.13335395952096e-16,1.43339914451926,1.22279752102329e-09,2.5041918043871,1.67915485825983e-13,2.28653415040869,1.96516099132439e-09,2.47074968932682,2.76541436539948e-13,2.51980829807433,"original","original"
1,"AFG","Afghanistan",4,"Eukaryota",NA,15,"Urban_Light",1.27593049174459e-12,1.33307754952439,2.946885254044e-16,1.38404434136096,2.29563133882466e-12,1.6119669446975,5.06033811643456e-16,1.86261047512312,4.58316025502023e-10,2.79962878077017,9.54004606193657e-14,2.44173089621952,8.09201122354834e-10,2.67726398249308,1.64466944126103e-13,2.70635306303108,"original","original"
1,"AFG","Afghanistan",4,"Eukaryota",NA,16,"Urban_Minimal",5.03973029001211e-13,NA,3.28673332994821e-16,NA,8.86365295384817e-13,NA,5.73496414083179e-16,NA,1.72952387435609e-10,NA,1.1243511310247e-13,NA,3.32092971773312e-10,NA,2.14684841785516e-13,NA,"original","original"
2,"AGO","Angola",24,"Eukaryota",NA,2,"Cropland_Intense",2.60665986014531e-12,1.76421405895316,2.91741116868108e-15,0.897243142876925,5.10773002506853e-12,2.75113930666337,4.80349512071428e-15,0.938057922514712,2.95534768803762e-10,2.45976694553787,2.64141743613025e-13,0.96984562712285,6.15297968191188e-10,3.52915004578619,4.44397468026469e-13,1.11020628792675,"original","original"
2,"AGO","Angola",24,"Eukaryota",NA,3,"Cropland_Light",2.05764453045059e-12,1.43605133467535,2.31541695080715e-15,0.82617461067956,3.88240871017649e-12,2.5009382452011,3.78235691514075e-15,0.894806418053688,2.22585080863726e-10,2.16810670437217,2.10218322522745e-13,1.115400630585,4.49514185345327e-10,3.40456371363447,3.50606761743731e-13,1.24893229031921,"original","original"
2,"AGO","Angola",24,"Eukaryota",NA,4,"Cropland_Minimal",1.99490794408678e-12,1.38942719826332,2.09921058829457e-15,0.682980773026282,3.76528913422639e-12,2.30601004140382,3.4293200559351e-15,0.826542274540901,2.12855772615462e-10,1.99402476362492,1.88633389469216e-13,0.806231210886469,4.3398308979806e-10,3.12079688636986,3.17135460465931e-13,1.14895536457547,"original","original"
2,"AGO","Angola",24,"Eukaryota",NA,5,"Managed_forest_Intense",1.53020234950539e-12,1.64397628133791,1.51385361563454e-15,0.940253982252326,2.77965966836315e-12,2.43030750778745,2.411271320565e-15,0.956751648183462,1.67779191985152e-10,2.22414753031218,1.39856921301829e-13,1.1648041709216,3.25336089527523e-10,3.15089065996104,2.27219402159627e-13,1.15929361455179,"original","original"
2,"AGO","Angola",24,"Eukaryota",NA,6,"Managed_forest_Light",7.51517478910776e-13,1.85312867862146,7.17976014818453e-16,1.09295015224697,1.34199766464563e-12,2.70010341937119,1.1296482068943e-15,1.0904679265393,8.20789477757910e-11,2.49587758103513,6.54769698268953e-14,1.3304917850738,1.55978534944786e-10,3.491734422831,1.04571878382458e-13,1.24512613727499,"original","original"
2,"AGO","Angola",24,"Eukaryota",NA,7,"Managed_forest_Minimal",1.91655619090751e-13,1.65374681701102,2.06878417641593e-16,1.18989175420074,2.92560650937407e-13,1.67976778823448,3.17685666457915e-16,1.20451562107388,1.94818463576876e-11,2.24619578308335,1.84306580253656e-14,1.46541935080731,3.02098915505036e-11,2.32587028193125,2.83110703473415e-14,1.3613944723767,"original","original"
2,"AGO","Angola",24,"Eukaryota",NA,8,"Pasture_Intense",1.97939262455505e-12,0.85320093100898,3.98498203311929e-15,0.271667443879443,3.58841985076985e-12,1.88118444674168,6.49032947240857e-15,0.37567320638719,1.97202381065225e-10,1.48471777772237,3.45686053808195e-13,0.515820892513358,3.81075952582851e-10,2.88948929847854,5.71726725919977e-13,0.713235935438082,"original","original"
2,"AGO","Angola",24,"Eukaryota",NA,9,"Pasture_Light",1.90556460432398e-12,1.26928270281649,2.01337733341676e-15,0.718254840885981,3.56121490143091e-12,2.25608879010073,3.29233890029675e-15,0.868026535813627,2.18286006346835e-10,1.80466092152783,1.93724955508102e-13,1.06751768181198,4.31611019680646e-10,2.96986024539757,3.25351563641087e-13,1.33773391221296,"original","original"
2,"AGO","Angola",24,"Eukaryota",NA,10,"Pasture_Minimal",1.2179955889925e-12,1.39267622277679,1.41354743003079e-15,0.766571991213308,2.37975269415783e-12,2.81345291734008,2.36222550591777e-15,1.02420707694365,1.39486293631986e-10,2.08334514280426,1.38739730817446e-13,1.27360658827777,2.90413509677289e-10,3.73117724042146,2.39310642589425e-13,1.67786141885736,"original","original"
2,"AGO","Angola",24,"Eukaryota",NA,11,"Plantation_Intense",2.52709043704598e-12,2.45091586186983,2.48609234188286e-15,0.573304032806387,5.31173607213561e-12,3.78339213758178,4.16076688148349e-15,0.900963582434248,3.01623027992161e-10,3.26322649525501,2.3271868573838e-13,0.853448094253229,6.77399898019309e-10,4.62595309314157,4.04357371044901e-13,1.53475493379731,"original","original"
2,"AGO","Angola",24,"Eukaryota",NA,12,"Plantation_Light",1.4789091023449e-12,2.01206119883331,2.04650360569635e-15,0.704610025508881,3.05088846309234e-12,4.14819352729656,3.41558828525255e-15,1.08738700302473,1.6027949491636e-10,3.17758822282486,1.87521692254823e-13,0.991145778390218,3.63920143943591e-10,5.656021103728,3.24900082732783e-13,1.83152833221003,"original","original"
2,"AGO","Angola",24,"Eukaryota",NA,13,"Plantation_Minimal",1.05855011417494e-12,0.170124874850151,1.99344133922564e-15,0.779195930153866,1.71422339072295e-12,0.244102514289487,3.15639792788051e-15,0.671576808307499,8.82630268153014e-11,0.165836638378422,1.67465582253811e-13,0.779805163740869,1.42975592729083e-10,0.243604458512857,2.65062826279805e-13,0.664993649537463,"original","original"
2,"AGO","Angola",24,"Eukaryota",NA,14,"Urban_Intense",3.1769866391261e-12,1.19848720002145,4.00730559695388e-15,0.535235750970249,5.42272754922691e-12,1.19518682412215,6.53126901166631e-15,0.494902763852118,3.97756380127786e-10,1.61101002813253,3.82052770562324e-13,0.615011159351758,6.81964120673087e-10,1.60724231897784,6.25205109785582e-13,0.565921406721647,"original","original"
2,"AGO","Angola",24,"Eukaryota",NA,15,"Urban_Light",9.16302117426449e-13,2.07745346200304,1.51219605629427e-15,0.736718574851204,2.02789222464891e-12,4.47441681167975,2.56040220666307e-15,1.08562364493523,9.28503376293443e-11,3.4465217111161,1.35468014792833e-13,1.26181063483444,2.34170274999512e-10,6.27443635067454,2.37866815490346e-13,1.89041718728013,"original","original"
2,"AGO","Angola",24,"Eukaryota",NA,16,"Urban_Minimal",8.78644403326681e-13,NA,1.68039533140025e-15,NA,1.55641996312904e-12,NA,2.79170294055168e-15,NA,7.92082756097662e-11,NA,1.46341271078364e-13,NA,1.40790950992772e-10,NA,2.4395777260159e-13,NA,"original","original"
3,"ALB","Albania",8,"Eukaryota",NA,2,"Cropland_Intense",1.41591983627913e-11,0.239054618563578,4.58209081502897e-15,0.548242294487318,2.40167866983691e-11,0.26975847286167,7.85404073543896e-15,0.6121882269488,5.83478045331707e-09,0.155595642739409,1.88297971781203e-12,0.489799551826968,9.85960955803225e-09,0.157750989481722,3.21849422092951e-12,0.544318705294278,"original","original"
3,"ALB","Albania",8,"Eukaryota",NA,3,"Cropland_Light",1.11267880656563e-11,0.224393530221508,3.46690667407249e-15,0.527981699396384,1.90892211866352e-11,0.26552094911122,6.00257604629354e-15,0.590863265790352,4.62101471408248e-09,0.15331063248068,1.43432484151291e-12,0.479696908668492,7.888129597694e-09,0.150975312653491,2.47357005892971e-12,0.528368980732859,"original","original"
