Austria - AT
Bulgaria - BG
Switzerland - CH
Czechia - CZ
Germany - DE
Spain - ES
France - FR
United Kingdom - GB
Hungary - HU
Italy - IT
Poland - PL
Romania - RO
Russia - RU
Slovenia - SI
Slovakia - SK
Ukraine - UA
